month,trend,seasonal,residual
2020-07-01,674.625,1.3887742852499247,0.9691516756859073
2020-08-01,686.5416666666666,1.0719589181597384,1.0489921992443918
2020-09-01,720.8333333333333,0.8286577286830448,0.9944349931837273
2020-10-01,781.9166666666666,0.6309232649955746,0.9364939222081311
2020-11-01,841.2499999999999,0.8133233957114252,1.1020035750519714
2020-12-01,889.0,0.4259916114734058,1.093194739013087
2021-01-01,931.1666666666666,0.8069100798074671,0.6920712083174982
2021-02-01,952.3749999999999,0.8081411152618067,0.9302888871528479
2021-03-01,960.5416666666666,1.0365054827184401,1.128959854950947
2021-04-01,970.9583333333333,1.2789198502856745,1.3166605864364813
2021-05-01,988.4999999999998,1.401437541116941,1.0394702673496732
2021-06-01,998.7083333333331,1.5084567265365592,1.0786531985774204
2021-07-01,,1.3887742852499247,
2021-08-01,,1.0719589181597384,
2021-09-01,,0.8286577286830448,
2021-10-01,,0.6309232649955746,
2021-11-01,,0.8133233957114252,
2021-12-01,,0.4259916114734058,
